Cleaned_Text,Rating
place near gachibowli flyover ambience decor brilliant tiramisu good though expected espresso flavour taste mocha strong tiramisu make gelato jar sitting arrangement good staff courtesy fine went wednesday evening cafe empty crowd must come weekends believe prices higher side one best dessert shop area,4
little expensive place feel coffee normal nothing great blueberry cheese cake different good u visit place cheese cake must try,3
went breakfast clock sad see breakfast options closed loved options especially pain au chocolate et hazelnut,4
portion size vs cost dismal inch diameter quiche costs rs packaging charges high rs paper bag size bill inclusive rs packaging charges rs gst entire order wont sufficient quell hunger pangs even one normal adult,1
havent tried ala carte menu slice cheesecake definitely worth whopping bucks nothing like original cheesecake strong annoying scent cinnamon moreover portion meagre,1
kind price buffet would call worst buffet experience ever vegetarian people accompanied nothing eat even single paneer starter nonvegetarians nothing except chicken served dont expect food cost venue,1
went lunch team us truly disappointed food service well vegans starters food taste like things mixed without skills desserts little better main course completely disappointing dal makhani lacked consistency paneer like cubes poured top gravy certainly would tasted better food pretty lower costs,1
ordered chicken biryani chicken chilli cheesecake chicken biryani good cheese cake beyond amazing melted mouth,4
start place really awesome especially hospitality treat diners worth making point place best visited sunday ambiance food pricing perfect never minis desserts youll even space desserts place visited place friends birthday surprised us cute little cakes birthday wishes soon visit place,5
went lunch buffetlittle disappointed spread cost expect little options taste okay items good others ok ok overall ambience food value money,3
pleasure breakfast lunch dinner various times entire week simply amazed experience entirely different level hospitality customer delight place staff ensure great connect guests cater even tiniest guests requirements tried alacarte menu well buffet loved every bit food served chef chinmay panda chef abhay kumar sahoo ms hema perfect hosts every time instance chef inquired food preferences specially prepared french toast mind blowing idiappam us knew checking hotel day specially got us pastry words bon voyage engraved chocolate serving dish even took photo us archives completely overwhelmed warm gesture fabulous fabulous hospitality best luck team feast hope scale greater heights maintaining high level customer service,5
visited sunday dinner awful experiencefood cold without tastethough staff courteous tried compensate good behaviour vain food good,1
name goes actually feast starting food lot variety everything worth tasting least variety salads different delicious main course really good specially dal makhani rating goes desserts plenty cant get every item definitely place eat,4
mahesh hema good service improve spread taste okay great expected lot sheraton whole fine,5
one best buffet ever starting food much variety every thing super yumm lip smacking main course items dal makhani simply best best part desserts much variety cant greed satisfy must try place though little high pocket service also good loved,5
location prime location located heart financial district beside huge icici towers hospitality couldnt asked better ambiance perfect food comes real part went th february celebrating avengers people thor captain america costumes desserts prepared according theme gave us cheerful theme feast wide spread food varied cuisines live music made day chat corner serving pani puri various types chats fish poppers spaghetti biryani tikkas naan roti chicken curry long list sumptuousness makes go frills specific day photographer clicked everyone superheros gave us print delight thanks making experience special ps worth,5
name famous chance visit place belived famous ambience awesome beautiful mild lighting peace around decent people coming great staff amazing time time service forget pleaseant music running background really enjoyed time visit would love visit soon must must visit hotel ratings place ambience service food overallrating,5
buffet good though expensive great service well spread food range decent ambience especially try sunday brunch special buffets festival time,4
standing true star ambience food gels fit category premium outing salads chat north indian continental south indian place tends fulfil cravings category huge section salads bacon salad pick lot starters spread included hummus varieties dry soft pita breads farm fresh cheese varieties delight live chat pasta counters tawa fish fish fry chicken starters pork pepperoni sauted mushrooms chicken salami bacon sausages etc main course chicken haleem okaish chicken biryani good mutton curry felt pieces undercooked mirchi ka salan veg biryani veg curries main course could better terms standard taste set starters prawns crab items missing could furthermore enhanced visit experience desserts section absolute joy sweeth tooth humungous spread sweets included chocolate burfi sandwich mud pudding motichoor laddu barfis moong dal halwa phirni fruit kheer etc pastries section lot offer terms various flavours varieties overall decent outing experience,4
one best brunches people sweet tooth go food ambiance service feast one biggest spreads saw buffet continental chinese indian cuisine chats huge variety ambiance decent probably could improved would like first start desserts section many sight deadly diabetic patient perfect place ppl sweet tooth big selection pastries cheese cakes along many indian specialties chicken fish mutton starters couldnt see prawns chicken popcorn crispy outside chicken soft inside best starter starters okeyish main course chciekn biryani lal maas best overall good experience table service slow thing hope could lot better,4
tried buffet dinner good spread vegetarians non vegetarians food good staff friendly definitely going check blog page reviews stash instagram,4
amazing ambience lot variety superb taste good service delivered dharma suggest everyone come enjot beautiful place,5
experience great womens day crowded maybe discount totally mismanaged desserts kind pink though staff courteous made us sit time,3
great time real good spread food mahesh looked us well overall really nice experience desserts excellent curd items tasty,5
came dinner buffet saturday evening spread lavish food delicious host mahesh friendly helpful would definitely recommend,5
family dinner thursday movie thinking luxury dinner feast hit head ambience good hospitality great need mention chefchimnayi also steward dharma living hospitality coming food spread big uncountable cuisines like lebanese chinese indian continental long actually loved taste almost items salads starters main course finally favorite desserts served varieties cold hot desserts prepared outsourced special mention chocolate pudding gud ki lapsi wood fried pizza salads baked yogurt pure ghee ladoo food ambience rating hospitality,4
corporate event absolutely loved hospitality ambience hotel lavish buffet point amazing spread love live counters kebabs kheema uttapam something unique try amazing team fix mocktails cocktails staff friendly paid attention guest till end,4
nice place breakfast lots variety cuisines waiters staff helpful special thanks mahesh helping us kids,5
enjoyed super heroes theme great hospitality dharma best place hang friends visit place sure,5
right people ambincefood everything excellent specially lamb biriyani served chef abhay worth trying nice experience family dinner looking forward come back thank much team sheraton great hospitality,5
tried buffet happy spread available spread mix india chinese continental overall food good desert options available kinda limited stuff good complaints,4
firstly ambience amazing like way whole decor simple yet endearing building impressive outside set pretty good coming food spread lavish especially desserts amazing definitely highlight buffet however ordered mocktails disappointment hardly starters definitely something expect staff cordial quite helpful needed cutlery help dish overall definitely worth visit,4
pleasant surprise brunch interms food huge variety desserts biggest hyderabad interms desserts chef also cooperative need egg made us kudos,4
reputable dinner sheraton hotel known buffet cheeese pesto naan havent heard yet must visit lovely pr gluttonous chef turn every visit blissful meal detailed review lunch buffet coming soon,4
last two days one gohonestly feeling home away homethe personalised attention warmth extended staff amazinglike specifically mention subhajit maity feast treat withlovely human professional,5
yesterday always went family dinner wanted try something new wife searched highly rated restaurant found restaurant google im sheraton marriot platinum member best experience past thought would good choice booked table started food soon realized made worst decision life ever restaurant selection opted go buffet definitely great variety menu food cold even warm like food much even okay would expect delicious ravishing meals sheraton case realtime cooked food hot like pasta roti anyway finished food came back night younger son started vomiting finding difficulties digest water well whole night vomiting morning wife stared vomiting rushed hospital continatal doctor clearly said food poising went flashback realized wife younger son come vegetable team may caused vomiting eldor son pasta good disappointing experience sheraton think relation sheraton future,1
good example bad restaurant service sheraton always top list feast sheraton hyderabad changed everything start service bad beg serving drinking water quality food ok fish fry stale linen napkins table properly washed might used ones sum experience terrible expected sheraton unhappy,1
dont even want beg star today dinner visited place food sounds pretty old keep reheating inspite many varities hardly worth family got diarrhea wake till late night take care kids suffered diarrhea thanks disgusting restaurant updating hours four members diarrhea including keep vomiting feast tats really disgusting guys serving stale contaminated food high cost hate visit ur restaurant last visit stale food restaurant looks good reviews paid reviews bad visited based zoomato reviews anyone think fake comment confirm,1
went dinner buffetwas disappointed service food service really bad one bothered attend clean ur tablehave remind times single thing food okay taste also okay somthing expect form luxury hotel desert section good much variety cud done better worth ur money,2
went team dinner opted got buffet definitely great variety menu like food much okay would expect delicious ravishing meals sheraton case ambience definitely maybe go la carte instead buffet unfortunately pictures,3
horrible experience food okayish definitely star hotel standard dinner buffet spread didnt variety place overcrowded ambience bland thing spoiled evening pathetic service attitude almost zero attention customers go sit table one even comes serves water anything one guides provides instructions basically supposed go start serving langar high end restaurant even bill go counter ask thrice definitely place go special someone,1
dining area peaceful perfect place conversations lunch hmm hungry totally skip conversations p various types salads available weight watcher conscious eater went mad hunan chicken amazing peri peri chicken tender juicy perfect amount spice went spread mix chinese italian continental south north indian food thing disappointed mutton bit undercooked surprise find undercooked food big hotel desert feel lot vouch baked yogurt taste heaven eat much want desert sugarfree staff really cordial always smile face,4
lovely dinner great time served nayan evening quite polite enjoyed food service thoroughly,5
extremely happy service food ambiance great ankit manager superb thanks hosting us dinner buffet special mango juice,5
group people food buffet vert spacious dine area peaceful ambiance hotel staff greats smile good number dishes lots dessert options good ice creams flavors bengali sweets palak chat mango crumble fresh fruit cake must try,4
name definitely expect hope lot comes reality everything fails vegetarian buffet spread limited paneer starters vegetarians heart asked prepare huge cost involved couldnt also taste items upto mark good thing remember aaloo tiki chaat would recommend plan somewhere even team dinner though mine even worth definitely going sheraton,1
went family sunday brunchvery good ambienceand good servicewide spread buffet especially dessertssaladsmutton biryani sogoodgarlic burnt fried rice exlent mutton curry superbfinally sweets icecreams enjoyed food withfresh lemon juice thanks feast team,4
visited place many times since walkable distance office never disappointed quality food variety service excellent place lunch buffet good recommend day,5
live close end coming feast sheraton often absolutely love chef akshay staff courteous welcoming cater requests must try desserts buffet great place peaceful dinners,5
food breakfast buffet good lot varieties choose staff friendly accommodating keep overall satisfying stay sheraton would like recommend hotel others,5
love stay breakfast morning feast restaurant nice ambience good food delicious service rendered varsha nice works professionally appreciate hard work hostess hema also good,5
place lot varieties food fresh tasty people service polite wellbehaved taking personal care guests ambience good overall nice dining experience,5
bad experience buffetfood served worthy service ambience good food pathetic waste money,2
hi guest nazneen stay hotel excellent service given buy staff mr mahesh given excellent service friendly nature guest food specially breakfast amazing delicious thank sheraton giving good service,5
good side give special abdur professional witer thanks love every thing pineapple coffee good,5
great time able breakfast feast cast variety food service excellent assisted dharma hes good help makeing great choice wth breakfast thank ur gud service,5
breakfast buffet always surprise variety love counters classic french toast waffles fresh best thanks mr deepak mr dharma attentive service assistance meet soon happy morning,5
sunday brunch family food tasty buffet wide variety spread huge place really busy sunday brunch big hit desserts,4
food really good pasta deserts really good would like see variations menu live counters could incresae variation,5
mahesh served us wellgood servicestars service food great varities foodgreat ambiencevarities deserts play area kidsonly disappointment bisleri ltr mineral water charged mrp printed,5
weekend dinner easily go surreal feastsheraton hugee buffet spread course category ambience hospitality local financial district place offers great breakfastlunch dinner buffet coming food really liked starters desserts spread however main course could little better overall good dinner time friends pocket pinch bit higher side,4
good food nice hospitality beautiful ambience anything extra ordinary world prices little higher per hotel standards overall experience descent,3
typical star hotel category buffet huge spread went sunday brunch european food festival inline festival theme many continental dishes saladsvariety cheeses desserts stood entire menu desserts menu good offering englishdanish pastriesgelatoscreamy macarons indian dessertswhich included chum chumhalwa among many things rs ai one worth,4
good food good place amazing dishes hema attentive best best best best nothing best god speed,5
service excellent thanks mr ratul chef kranti picking beautiful dishes usme friend wonderful dinnerhope visit soon,5
chef kranti ratul nice us made us try different varities food must visit place ambience good staff helpful good quick service,5
sherataon located financial district walkable distance office lunch ambience simple clean wide spread buffet chose alacarte food started bbq chicken wings wings crispy tasted good little sweet flavour chicken tikka cooked perfection chef special grilled chicken keto chef specially prepared dish disappointment chef special butter prawns tasted amazing light butter flavour keto fish completely tasteless chicken pizza pizza huge topped cheese chicken absolutely delicious egg fried rice authentic chinese dish taste good drinks fresh lime soda virgin mojito tasted decent staff courteous well trained polite,4
enjoyed staying hotel everything perfect special thanx mr mahesh smile perfect service food amazing staff lovely,5
nice humble staff cleanliness everything god really impressed staff behaviour would love come refer hotel everyone know special thanks varsha chef kranati staff also commendable,5
foods good staff great nice start day eating varsha helpful surely recommend feast sheraton hyderabad,5
thanks ratul thanks hospitality pleasure food sheraton really wide range food theme bases european themei really like thank ratul,5
great place star experience ambience really superb thanks service staffs chef mrabhay kumar complimentary dishthey really great speaking foodit great variety indianitalianasian continental variety desserts best classin liked ones personally liked chicken popcorndahiwadarasmalaimutton biryani chicken margherita pizza amritsari fish mea feastsheraton hyderabad hotel,5
awesome ambience food service must try soup starters desserts well specially dahivada salads chocolate tarts thanks mr ratul hospitality,5
came dinner family food great purmita friendly kids asked food options got us pizza live counter section managed dinner time managed hema overall great experience want go family relaxing dinner treat,5
visited feast dinner friends turned amazing experience unforgettable thanks associate named dharma quick help choosing continental indian dishes quick serve uskudos dharma,5
desserts haleem great service good dharma associate courteous great ambience large variety dishes menu,5
couple years back part office party ambiance hospitality good expected came many varieties food taste good looking typical south indian food would list prices high per standards hotel good experience visit,4
went christmas buffet lunch us staff friendly courteous cooperative service food disappointing starters unmentionable chat counter palak chaat good kanji vada pathetic italian asked serve us ravioli hard worst saving grace indian counter curries biryani bread etc good think restaurant stick indian venture cuisines till better prepared,3
group team lunch opted mix veg non veg buffet spread right salads dips desserts wide individual dishes delectable try dal makhni indian dessert options must try place worth money pay experience,5
sheraton one best hotels hyderabad restaurant fails match expectations come twice buffet good thing dessertsthey options vegetarian starterspizza best quality whole pasta good desserts looks mindblowing actually good ambiance pretty amazing worth price pay kind food get,3
varsha gupta well mannered lady pleasure dinning supervision reflects start quality kudos cheers,5
ratul mukherjee good extending good hospitality commercial delegates pleasant experience surely visit surprise adding cake chef abhay hema purmita thanks making stay memorable,5
great food n service thanks ratul extraordinary service ambience perfect food delicious surely visit,5
would like thank mahesh nice way approaching customers hotel nice amazing breakfast experience,5
amazing place visit whenever need quick stay hyderabad must try place food amazing really delighted visit sure ill surely visit next time come ratul provided best service working staff concerned towards food queries everything visit whenever need taste amazing food,5
regular customer reason tasty food good variety dishes service provided ratul highly recommend place,5
great place come family reasonably priced sheraton staff always wonderful kind special thanks purmita excellent service,5
food good lot variety choose excellence service really make feel welcome definitely come future,5
feast promote varsha accommodating really really attentive nice staff makes nice hot choco good way start day thank good service,5
starters desserts good pasta improved service provided viroopa great great experience pesto naan great combo try,5
good dinner time service excellent kudos viroopa made dining experience pleasant suggest place future team outings,5
gone anniversary dinner dharma attendant polite courteous food also good enjoyed time thanks dharma,5
awesome ambience excellent food wide range food salads starters main course fruit sweets everything excellent loved experience associate rahul also helpful surely visit,5
visited flechazo th team lunch honestly place really hyped starters good main course average desserts average live pasta counter absolutely pathetic seasoning plain tasteless pasta sauce even mocktails overpriced average far better buffet places hyderabad could get amazing food nearly half price would recommend,2
food delicious large selection food including asian indian continental service great viroopa professional great job assisting,5
nd visit sheraton first time dinner link nd time dinner feast restaurant like dal makhani tasty service wonderful im setting corner table mr dharmananda friendly person great job dont know feast buffet live counter time explain buffet items prices given pizza testy sorry late feedback dharmananda actually im busy person anyway thanks ill visit next time family,5
great brunch hotel stay lots options buffet delicious pastries espresso help get jet lag enjoyed experience sheraton thank mahesh great service,5
im happy today food im food lover like juice counter making fresh juice live service awesome mr dharma great service know need ask arrange really like things thanks sheraton thank dharma,5
food awsome friendly environment service awsome hema ratul accommodating back definitely,5
team lunch feast buffet spread huge includes indian chinese continental coming desserts really loved price bit expensive inclusive taxes worth going place looking occasions go place,4
feast buffet wide spread food amazing taste friendly staff great hospitality specially associate ratul friendly n helpful,5
visited place couple times always service great quick specially staff friendly caring vast buffet menu give taste different cuisine visited today anniversary parent service mr dharma made even great experience served requested order swiftly enjoyed evening live counter something loved may adding options veg starter make better veg folks,5
food good tasty staff friendly dharma serving staff took great efforts make us comfortable dal makhani delight,5
sorry say nothing mean nothing place exceptionally good food taste hygiene supporting staff ambience nothing made food good welcomed group people went none us happy food food spread taste specially remember nothing ate extraordinarily good westin buffet novotel buffet trident buffet avasa buffet alllllll way way better place absolutely work done ambience look pretty attractive also wasnt clear like restau place even smell good would never visit place,2
good service varsha good service overall nice explaining local food variety helped choosing meal,4
ordered paratha kulchas yesterday night burnt taste horrible complained zomato chat gave credit points makes everything order much value order place else coz one eat burnt food like horrible service hungry zomato dont take customers seriously never ever order place friends order,1
kaju biriyani awesome one must try sure love restaurantapart items also good strongly recommend restaurant near gachibowli,5
place good food though main highlight special biryani biryani lovers happily go home tummy full also chicken fried rice must try,4
pocket friendly place delivers food quick service ordered biryani place loved served raita variety options choose,4
food spicy schezwan chicken fried rice keep mouth throw food waste money think kept chilli powder top,1
ordered veg panner biryani taste satisfied good taste quality also low satisfied quantity,1
ordered paneer masala curry butter naan zomato delivery quick packaging perfect paneer masala little bit spicy tasted ok paneer pieces curry less though butter naan soft liked also tried chicken biryani place taste ok biryani rice flavourful rice little undercooked,3
pocket friendly sumptuous decent quality place goto late night deliveries kaju biryani personal favorite well flavoured rice generous helping cashews fried butter one comfort best options good helping perfect two,3
got delivery time,5
daal chapati good ordered mix veg like okay okay please try make tasty order received time packing good,4
odred got biryani guys dont know different biryani fried rice named biryani food almost fried rice except chicken peace,1
went many times along office colligues hungry place small congested ordered chicken lollipop dry veg munchurian kaju pulaoegg biryanichicken biryani panner biryani chicken drumstickschicken starters simply superbi liked veg munchurian muchcoming pulao biryanies chicken items simply superb panner kaju pulao masala less felt like eating plain rice would added little bit spices would great ordered veg munchurian dry many times,4
taste absolutely bad,1
hyderabad around years time visited restaurant times time ordered biryani egg chilly dum biryani always favorite never disappointed,5
food absolutely wonderful preparation presentation pleasing especially special biryani awesome friendly staff owner,5
food color worst food ate hyderabad unable eatpaneer biriyani full food color mushroom also full food color,1
small outlet amazing tasty food every dish always great personal recommendation hungry special biryani lemon chicken chicken tikka chicken lollipop pocket friendly,4
nice food value money spoons designed eat perfectly grave curd onions well added simply super,4
chilli potato dal tadka best place food spicy tasty regularly order food place good food reasonable price,5
ordered alu parathas turned mass poorly cooked dry mass wheat know rest things serve ordering sure,2
ordered special chicken biryani hallelujah feel im blessed one good meal thank much amazing meal definitely ordering guys,5
place serves delicious food proper blend spices prefer non veg food taste truly amazing pocket friendly good food quantity appreciable staff service,5
go chicken rara specially u like quantity quality pocket friendly place decent menu smart cooperative staff definitely try place u havent,5
good food cheaper price get good north indian food place highly recommended non vegetarians love place,5
rice test chilly chicken pieces well next timeproperly eanjoy food overall test good correct time delivered,5
much spicytastes like manchuriannot good,1
order special non veg biryani chicken lollypop taste superb given chicken boneless pieces special non veg biryani,4
worst chicken tengri kabab ever wasnt cooked well hope beinghungry kondapur guys aware fact customer everything serve quality food man,1
good taste,4
less quantity,2
boneless chicken looked like chicken manchuria exactly boneless,3
cant get simple dish like chicken drumsticks right dont know make right,1
good response delivered time,5
nice well mannered,5
ordered thrice time chicken dum biryani mindblowing superb taste two pieces leg pieces times total value money unfortunately going order see removed chicken dum biryani menu thats bad really wish put order,3
awesome service,5
ordered chilly chicken butter naan butter naan alright chicken needs improve lot although gravy fine chicken upto mark seemed tasteless conclude okay really needs improve lot number points,2
ordered veg singapore rice work really awesome respect quality quantity would signature dish hungry ordered based review given friend really worth,5
food really great went office colleagues staff much supportive made us wait long time per food taste great paneer lababdar great paneer chunks soft curry flavours butter naan ordered must say much butter tasted great special chicken biriyani colleagues ordered great also staff little edge food really great,4
worst order ever chicken butter chicken glimpse tiny pieces full oil never order place,1
bad ordered special biryanibut mixed dum biryani completely dryif guys dont specific item please dont display menu,1
place quite close office still instead going colleagues generally order zomato tried number dishes one thing stands hungry special chicken biryani father restaurant delhi ensures whenever im travelling delhi get biryani hyderabad thats level love family biryani try ps guys may check instagram page interesting food feeds simbassister,4
good delivery person umakanth,5
gggg,5
tasty sweet,3
loved food,3
food bad ordered cashew biriyani count cashews fingers taste also bad plain steamed rice masala cashew become cashew biryani waste money,1
food quality good expected,2
tasty,1
nice rider,5
bit less oily spicy,4
food nice always,5
food delivered tooo late,1
good tast,5
wo,5
food awesome,5
food always good,5
worst quality,1
butter added,2
dal really bad chinese veg manchurian actually pieces taken gravy,2
teached eat zeera rice fork,1
didnt give much masala rice got decent amount chicken,4
nice spicy,4
delivered cold food food even warm,2
good good,5
oilly inspite saying put less oil good quantity,3
good,2
waste,2
ordered food online clicked part wherein says someone feeling unwell something like delivered time food great delivery guy also polite,5
taste less biriyaninot following delivery instructions,1
cocked,1
different base options available herepretty good ambiance go friends close dlf thats require hang,5
go onsite shop shakes delicious would rate service food ambience much like idea writing reviews wall inside shop,4
tempteys near dlf building drank choco brownie yum drink orea n brownie mixture around rsmy friend drank mango shake essence taste rather mango taste around rsi expected mangoes mangoes shake little disappointingthey write note sticky notes stick wallthe ambience good enough space parking,3
great shakesi tried marshmallow mint oreo first time hereboth pretty goodbut would prefer mint oreobut thats mebest spot shakes dlf areacheck,5
ordered place amazing choices could choose option gelato avalanche base choosen gelato must try premium forest berry shake caramel brownie shake peri peri fries shakes super yummy best shakes definitely try shakes,5
awesome shakes make shake best choose variety options shake made service pretty fast write feedbackreview sticky notes stick glass window door,5
nice good quality details mentioned,4
ordered potato wedges found tasty crispy served salsa sauce mayo althought beleive packaging improved lot,3
drinks think tempteys mom rule shakes world terms multiple outlets hyderabad look little appnearbuy offers shakes good chilly refreshing personal favorite oreo shake ambience place cool hangout quality talk mostly empty orders generally take aways one thing least keep tables clean many dead flies insects tables would bring disgust service know work prepare shakes well one suggestion provide water customers seems ridiculous deny fact guys dont water wonder u add shakes,4
long time one best shakes compared nearby thick shakes lot better enjoy better taste makes feel shake meant like,4
great taste quality id say,2
ordered butterscotch thick shake home delivery good consistency sweet finish full glass definitely try shakes,3
went yet open ordered custard maple shake crushed almonds shake choco brownie shake potato wedges shakes categorized premium classic category lots flavors choose taste amazing flavors premium chocolates like lindt toblerone local chocolates india containers shakes given could better quality two snack items available french fries potato wedges feel franchise added options variety toppings given makes good sense overall liked quality milk shakes,5
since ice cream lover still ordered oreo brownie thick shake shake good enough need improve packing delivery price delivery taste,3
nice place food awesome tried milkshakes one ice tea cheese cake merry berry choco coffee hut forest berry passion fruit ice tea really enjoyed also cheesy fries really nice,4
smooth delivery timing happy service,5
hyderabad place food variety recently tried dosa near today drink guess tempted bright drink bright day yeah bright orange namesuitsthedrink,5
caramel brownie best could grab strongly recommend comes snacks potato wedges french fries multiple flavors decent outlet accommodate around visitors pretty clean pleasant ambiance service could ha e little better always look friendlg staffs,3
perfect taste satisfied brim zomato delivery super impressive,5
hey guys resturant sucks big time guys cant deliver put big lock store please dont cancel whole hrs confirming order minutes never gon na order ever advice others wish could give zero rating dont deserve,1
ordered choco brownie shake delicious quantity packaging great delivery prompt well gelato base goes well thickshakes,4
couldnt help indulge sweettooth store located dlf lane indias first introduce gelato base shakes choose base gelato avalanche basically yogurt based icecream new menu interesting happy see savoury items menu well tried coffee hazelnut shake must say coffee neither mild overpowering right amount good loaded whipped cream topped choco chips caramel brownie shake stealer would give probably best caramel shake ever total yumminess even colour drool worthy must try yes sugar content high sweet pampering sweet tooth peri peri fries interesting get options fries even love opted peri peri spice tasted good someone really like fries spicy tried crushers passion fruit flavour okayish,4
definitely good place milkshakes munchies personally liked choco coffee hut crunchy almond feast milkshakes feel good french fries potato wedges service friendly quick even place feels comfortable go grab shake get self relaxed,5
great shakes kind given comes tempteys branch different delicious shakes tried coffee hazelnut merry cherry cheesecake flavours merry cherry favourite lot expect amazing fries wedges absolutely cleaned boxes service also impeccable really quick,5
beside radisson hotel lane one best tempteys outlets might get sugar tooth removed sweetness overload service fast even constant incoming swiggy orders staff managed serve ala carte customers quickly must newly introduced forest berry milkshake choco coffee hut definitely good place drop well made milkshakes frieswedges gachibowli area,5
great place ambience loved varieties shakes one personal favourites choose even quality shakes good order time,5
tempteys better every milkshake brand,5
cozy place gachibowli awesome variety milkshake thickshakes best thing use brand gelato ice cream particularly healthy side pleasure tasting new menu couple days back poppy corn nice change pace cookie caramel flavoured personal favorite highly recommend place everyone,5
sunday afternoon visited place bunch foodies experience new menu added recently small outlet around people accommodated time coming delicacy classic shakes poppy cherry merry cherry two shakes tried poppy cherry like butter popcorn shake decent merry cherry simply outstanding loved premium shakes cruncy blue berry caramel brownie favorites must tried shakes place exclusive shake coffee hazlenut cookie feast delicious cheesecake decent nothing great crushers orange bright poppy corn mint cucumber crushers tried ok fries peri peri fries cajun spice fries really outstanding loved potato wedges one decent jamaican dips overall new menu quite hit amazing exclusive premium shake heavy pocket tasty time invited management new menu session visit sure future taste shakes delicacies must try dish merry cherry caramel brownie cookie feast peri peri fries,4
sunday afternoon desserts definitely makes awesome combination added piri piri flavoured potato wedges french fries one roof makes temptys different rest group landed sunday afternoon relish newly added shakes flavoured snacks served poppy corn merry cherry part classic shakes caramel brownie crunchy blue berry mint fruit premium shakes coffee hazelnut cookie feast exclusive shakes minty cucumber poppycorn blue berry slush sections perfect shakes poppy corn caramel brownie crunchy blue berry poppy corn took heartaway perfect aroma corn add autumn caramel brownie definitely favourites chocolate brownie lovers honestly blue berry flavoured desserts become one favourite pick desserts lately must trial never come across shake amazing variety flavoured taste snacks behaves cherry top piri piri flavour someone said eat food first eyes nose finally get taste snacks surpasses everything potato wedges french fries crispy exemplary colour worth visit special add ons menu overall food sevice vfm byinvite,4
caramel brownie one favorites taste sweet caramel alongwith brownies perfect combination much sweet definitely need savory french fries although sauce top wasnt great fries spicy awesome read full post thegastronomictalewordpresscom,4
tempteys recently revamped menu got chance try additions gachibowli outlet outlet mere walking distance away dlf easily locatable building next vijaya bank shakes come options bases gelato icecream avalanche yoghurt heres list new ones fared poppy corn looks quite plain one sip youll amazed smoky flavour popcorn hitting sweet shake merry cherry crunchy forest berry love berries youre mint enthusiast try mint fruit shake cant get enough cookie shakes cookie feast comes oreo little hearts stacked top coffee addicts try appealing coffee hazelnut absolutely pretty sight personal favourite though caramel brownie flavour caramel chewy chunks brownie topping whipped cream heavenly another good one cheese cake shake felt like fruit cake blended shake good enjoy flavour theres whole set flavours slushies well case gets sweet french fries potato wedges available total flavours come cute little boxes probably carry away tried absolutely loved chilli garlic real white cheese cajun spice flavours bucks theyre quite good honest give try whenever youre around invite,4
love shakes high sugar sugars dont kill flavors expected shake tried poppy corn absolutely loved flavor could get clear flavor popcorns would recommend try love popcorns old granola honey loops amazing one must tries berry cherry good amount berries great flavor recommended caramel brownie also pretty good personally caramel flavor lover fav coffee hazel nut wow must coffee lovers really generous putting coffee shake strong coffee flavor true coffee lover youll like cheesecake tuti fruity exactly tuti fruity flavor didnt like much oreo little hearts cookie feast oreo shake never fails good blueberry slush didnt like slush though seemed color taste mint fruit dont like mint flavors ofc minty fav like mint flavors different toppings french fries potato wedges soooo amazing must try cheers,4
chocobrownie definitely must try,5
nice milkshakes loosing quality since inception feel artificial flavors dominate shakes good ambience nice staff ambience food service,3
overall experience seating taste service slow quality quality good plastic cover piece shake value money tried almost every shake liked raspberry gelato base mango moon shake sithaphal flavoured shake oreo lichi average taste found plastic cover shake drinking thats im regular customer tempteys,4
first time ordered tempteys looking reviews descriptions food preparation ordered choco brownie shake choco chips extra toppings average taste good expected first experience average taste shake,3
cozy little place chill young buddies sink lounge chairs favourite shakes creams flavours could delightful menu kids well,4
tempteys one place visited quite regularly thanks nice service long opening hours variety thick shakes amazing every next try feels better previous like concept putting sticky notes around walls comments received customers song collection play background never disappointed well would really recommend banana strawberry shake best ratio sweetness taste according,5
havent got quality payed worth ordered lichi shake risens addon didnt add risens lichi shake contain barely lichi,1
usually order shake place used good today felt whipped cream added bad smell taste couldnt finish even half,3
ordered oreo shake ferrero rocher shake really thick taste amazing keep good work faced one issue absence straw home delivery order made difficult enjoy delightfully insist management keep check henceforth great shakes nevertheless,4
nice interior really good shakes good place hangout friends price quite high product worth staff also friendly,4
good service taste good,5
one favourites place amazing take shake wont disappointed tempteys actually justifies name really hope quality remains,5
cornflakes ordered specifically,1
tempteys never disappointed wide varities milk shakes love ambience tried mr cake fruitti big thumbs one definitely try surely fall love amazing milk shake also tried crunchy orange meet expectation crunchy almond feast also good one,4
usual best shakes city,5
agent good reached time dil jeet liya,5
tempteys favourite place shakes place makes little nostalgic happy moments attached place glass shake tempteys automatically lifts mood every shake flavour sometimes hard settle one wish cud drink name naughty nutella ferrerorocher kitkat shake oreo shake toblerone choco brownie berry berry blast word place excellent speaks thing wish place lessen cost bit bit higher side,5
sweet artificial taste,1
extremely bad quality,1
milkshake meltednot excepted,1
worst employees r taking reputation tempteys,1
great taste,5
wasnt even thick shake icecream present put whipped cream place ice cream taste bad,1
good delivery,5
delivered time got good servicethank,5
good polite delivery man,5
love tempteys,5
dont consider instructions given customer requested put whipping cream rd time happened never gave review earlier time really got frustrated please follow customers instructions,2
delivery rain,5
extraordinary fantastic marvellous best shake ever big thanks hugs n kisses tempteys,5
pathetic taste,1
good bhehave,5
